GEOID,NAME,variable,estimate,moe
04013060904,"Census Tract 609.04, Maricopa County, Arizona",med_income,40354,6089
04013061009,"Census Tract 610.09, Maricopa County, Arizona",total_pop,458,NA
04013061009,"Census Tract 610.09, Maricopa County, Arizona",med_age,35.4,3.4
04013061009,"Census Tract 610.09, Maricopa County, Arizona",med_income,66736,9719
04013061010,"Census Tract 610.10, Maricopa County, Arizona",total_pop,331,NA
04013061010,"Census Tract 610.10, Maricopa County, Arizona",med_age,45.5,1.2
04013061010,"Census Tract 610.10, Maricopa County, Arizona",med_income,76411,13884
04013061011,"Census Tract 610.11, Maricopa County, Arizona",total_pop,296,NA
04013061011,"Census Tract 610.11, Maricopa County, Arizona",med_age,27.9,2.4
04013061011,"Census Tract 610.11, Maricopa County, Arizona",med_income,53295,7945
04013061012,"Census Tract 610.12, Maricopa County, Arizona",total_pop,319,NA
04013061012,"Census Tract 610.12, Maricopa County, Arizona",med_age,37.1,3.9
04013061012,"Census Tract 610.12, Maricopa County, Arizona",med_income,61419,11473
04013061013,"Census Tract 610.13, Maricopa County, Arizona",total_pop,359,NA
04013061013,"Census Tract 610.13, Maricopa County, Arizona",med_age,32.8,2.9
04013061013,"Census Tract 610.13, Maricopa County, Arizona",med_income,65521,17093
04013061014,"Census Tract 610.14, Maricopa County, Arizona",total_pop,306,NA
04013061014,"Census Tract 610.14, Maricopa County, Arizona",med_age,28.5,4.4
04013061014,"Census Tract 610.14, Maricopa County, Arizona",med_income,55816,5725
04013061015,"Census Tract 610.15, Maricopa County, Arizona",total_pop,391,NA
04013061015,"Census Tract 610.15, Maricopa County, Arizona",med_age,30.6,2.4
04013061015,"Census Tract 610.15, Maricopa County, Arizona",med_income,69107,4787
04013061016,"Census Tract 610.16, Maricopa County, Arizona",total_pop,296,NA
04013061016,"Census Tract 610.16, Maricopa County, Arizona",med_age,30.8,3
04013061016,"Census Tract 610.16, Maricopa County, Arizona",med_income,87574,28284
04013061017,"Census Tract 610.17, Maricopa County, Arizona",total_pop,495,NA
04013061017,"Census Tract 610.17, Maricopa County, Arizona",med_age,35.2,0.9
04013061017,"Census Tract 610.17, Maricopa County, Arizona",med_income,NA,NA
04013061018,"Census Tract 610.18, Maricopa County, Arizona",total_pop,263,NA
04013061018,"Census Tract 610.18, Maricopa County, Arizona",med_age,70.3,1.1
04013061018,"Census Tract 610.18, Maricopa County, Arizona",med_income,66761,9924
04013061019,"Census Tract 610.19, Maricopa County, Arizona",total_pop,280,NA
04013061019,"Census Tract 610.19, Maricopa County, Arizona",med_age,32.3,4
04013061019,"Census Tract 610.19, Maricopa County, Arizona",med_income,60649,4695
04013061020,"Census Tract 610.20, Maricopa County, Arizona",total_pop,223,NA
04013061020,"Census Tract 610.20, Maricopa County, Arizona",med_age,37.4,1.6
04013061020,"Census Tract 610.20, Maricopa County, Arizona",med_income,90444,15737
04013061021,"Census Tract 610.21, Maricopa County, Arizona",total_pop,213,NA
04013061021,"Census Tract 610.21, Maricopa County, Arizona",med_age,27.2,14.5
04013061021,"Census Tract 610.21, Maricopa County, Arizona",med_income,81333,9213
04013061022,"Census Tract 610.22, Maricopa County, Arizona",total_pop,327,NA
04013061022,"Census Tract 610.22, Maricopa County, Arizona",med_age,30.1,2.4
04013061022,"Census Tract 610.22, Maricopa County, Arizona",med_income,54152,10743
04013061023,"Census Tract 610.23, Maricopa County, Arizona",total_pop,390,NA
04013061023,"Census Tract 610.23, Maricopa County, Arizona",med_age,31.8,2
04013061023,"Census Tract 610.23, Maricopa County, Arizona",med_income,78702,9994
04013061024,"Census Tract 610.24, Maricopa County, Arizona",total_pop,183,NA
04013061024,"Census Tract 610.24, Maricopa County, Arizona",med_age,22.7,1.8
04013061024,"Census Tract 610.24, Maricopa County, Arizona",med_income,61786,11711
04013061025,"Census Tract 610.25, Maricopa County, Arizona",total_pop,310,NA
04013061025,"Census Tract 610.25, Maricopa County, Arizona",med_age,31.7,2.2
04013061025,"Census Tract 610.25, Maricopa County, Arizona",med_income,71865,4609
04013061026,"Census Tract 610.26, Maricopa County, Arizona",total_pop,337,NA
04013061026,"Census Tract 610.26, Maricopa County, Arizona",med_age,34,2.4
04013061026,"Census Tract 610.26, Maricopa County, Arizona",med_income,57840,7203
04013061027,"Census Tract 610.27, Maricopa County, Arizona",total_pop,221,NA
04013061027,"Census Tract 610.27, Maricopa County, Arizona",med_age,35.7,3.8
04013061027,"Census Tract 610.27, Maricopa County, Arizona",med_income,52618,6441
04013061028,"Census Tract 610.28, Maricopa County, Arizona",total_pop,192,NA
04013061028,"Census Tract 610.28, Maricopa County, Arizona",med_age,31.4,5.4
04013061028,"Census Tract 610.28, Maricopa County, Arizona",med_income,49135,11298
04013061029,"Census Tract 610.29, Maricopa County, Arizona",total_pop,294,NA
04013061029,"Census Tract 610.29, Maricopa County, Arizona",med_age,34.3,3.3
04013061029,"Census Tract 610.29, Maricopa County, Arizona",med_income,55652,8365
04013061030,"Census Tract 610.30, Maricopa County, Arizona",total_pop,293,NA
04013061030,"Census Tract 610.30, Maricopa County, Arizona",med_age,30,3.2
04013061030,"Census Tract 610.30, Maricopa County, Arizona",med_income,71167,12864
04013061031,"Census Tract 610.31, Maricopa County, Arizona",total_pop,235,NA
04013061031,"Census Tract 610.31, Maricopa County, Arizona",med_age,33.8,3.1
04013061031,"Census Tract 610.31, Maricopa County, Arizona",med_income,71607,10657
04013061032,"Census Tract 610.32, Maricopa County, Arizona",total_pop,354,NA
04013061032,"Census Tract 610.32, Maricopa County, Arizona",med_age,28,3.2
04013061032,"Census Tract 610.32, Maricopa County, Arizona",med_income,62933,18815
04013061033,"Census Tract 610.33, Maricopa County, Arizona",total_pop,338,NA
04013061033,"Census Tract 610.33, Maricopa County, Arizona",med_age,32.3,2.9
04013061033,"Census Tract 610.33, Maricopa County, Arizona",med_income,65649,8875
04013061034,"Census Tract 610.34, Maricopa County, Arizona",total_pop,244,NA
04013061034,"Census Tract 610.34, Maricopa County, Arizona",med_age,32.4,3.7
04013061034,"Census Tract 610.34, Maricopa County, Arizona",med_income,67058,6543
04013061035,"Census Tract 610.35, Maricopa County, Arizona",total_pop,271,NA
04013061035,"Census Tract 610.35, Maricopa County, Arizona",med_age,34.1,2.4
04013061035,"Census Tract 610.35, Maricopa County, Arizona",med_income,78356,8176
04013061036,"Census Tract 610.36, Maricopa County, Arizona",total_pop,257,NA
04013061036,"Census Tract 610.36, Maricopa County, Arizona",med_age,28.7,7.3
04013061036,"Census Tract 610.36, Maricopa County, Arizona",med_income,90574,16343
04013061037,"Census Tract 610.37, Maricopa County, Arizona",total_pop,291,NA
04013061037,"Census Tract 610.37, Maricopa County, Arizona",med_age,30.8,1.8
04013061037,"Census Tract 610.37, Maricopa County, Arizona",med_income,76098,4710
04013061038,"Census Tract 610.38, Maricopa County, Arizona",total_pop,255,NA
04013061038,"Census Tract 610.38, Maricopa County, Arizona",med_age,33,5.6
04013061038,"Census Tract 610.38, Maricopa County, Arizona",med_income,59414,8866
04013061039,"Census Tract 610.39, Maricopa County, Arizona",total_pop,242,NA
04013061039,"Census Tract 610.39, Maricopa County, Arizona",med_age,33.1,1.8
04013061039,"Census Tract 610.39, Maricopa County, Arizona",med_income,91333,13198
04013061040,"Census Tract 610.40, Maricopa County, Arizona",total_pop,210,NA
04013061040,"Census Tract 610.40, Maricopa County, Arizona",med_age,29.1,2.2
04013061040,"Census Tract 610.40, Maricopa County, Arizona",med_income,49720,5930
04013061041,"Census Tract 610.41, Maricopa County, Arizona",total_pop,231,NA
04013061041,"Census Tract 610.41, Maricopa County, Arizona",med_age,31.5,2
04013061041,"Census Tract 610.41, Maricopa County, Arizona",med_income,47375,12414
04013061042,"Census Tract 610.42, Maricopa County, Arizona",total_pop,181,NA
04013061042,"Census Tract 610.42, Maricopa County, Arizona",med_age,54.9,15.4
04013061042,"Census Tract 610.42, Maricopa County, Arizona",med_income,47212,5239
04013061043,"Census Tract 610.43, Maricopa County, Arizona",total_pop,237,NA
04013061043,"Census Tract 610.43, Maricopa County, Arizona",med_age,31.7,1.7
04013061043,"Census Tract 610.43, Maricopa County, Arizona",med_income,83611,15733
04013061044,"Census Tract 610.44, Maricopa County, Arizona",total_pop,362,NA
04013061044,"Census Tract 610.44, Maricopa County, Arizona",med_age,31.8,1.7
04013061044,"Census Tract 610.44, Maricopa County, Arizona",med_income,73184,2593
04013061045,"Census Tract 610.45, Maricopa County, Arizona",total_pop,337,NA
04013061045,"Census Tract 610.45, Maricopa County, Arizona",med_age,45.7,2.9
04013061045,"Census Tract 610.45, Maricopa County, Arizona",med_income,78831,11376
04013061046,"Census Tract 610.46, Maricopa County, Arizona",total_pop,319,NA
04013061046,"Census Tract 610.46, Maricopa County, Arizona",med_age,29.5,1.8
04013061046,"Census Tract 610.46, Maricopa County, Arizona",med_income,74180,11471
04013061047,"Census Tract 610.47, Maricopa County, Arizona",total_pop,308,NA
04013061047,"Census Tract 610.47, Maricopa County, Arizona",med_age,35.6,2.5
04013061047,"Census Tract 610.47, Maricopa County, Arizona",med_income,102566,15996
04013061100,"Census Tract 611, Maricopa County, Arizona",total_pop,305,NA
04013061100,"Census Tract 611, Maricopa County, Arizona",med_age,21.4,0.3
04013061100,"Census Tract 611, Maricopa County, Arizona",med_income,47969,15156
04013061200,"Census Tract 612, Maricopa County, Arizona",total_pop,354,NA
04013061200,"Census Tract 612, Maricopa County, Arizona",med_age,27.6,3.6
04013061200,"Census Tract 612, Maricopa County, Arizona",med_income,31100,7536
04013061300,"Census Tract 613, Maricopa County, Arizona",total_pop,224,NA
04013061300,"Census Tract 613, Maricopa County, Arizona",med_age,37,5.2
04013061300,"Census Tract 613, Maricopa County, Arizona",med_income,43478,5034
04013061401,"Census Tract 614.01, Maricopa County, Arizona",total_pop,168,NA
04013061401,"Census Tract 614.01, Maricopa County, Arizona",med_age,28,8.5
04013061401,"Census Tract 614.01, Maricopa County, Arizona",med_income,22396,12728
04013061402,"Census Tract 614.02, Maricopa County, Arizona",total_pop,285,NA
04013061402,"Census Tract 614.02, Maricopa County, Arizona",med_age,26.6,3.5
04013061402,"Census Tract 614.02, Maricopa County, Arizona",med_income,28734,5585
04013071503,"Census Tract 715.03, Maricopa County, Arizona",total_pop,314,NA
04013071503,"Census Tract 715.03, Maricopa County, Arizona",med_age,76,2.8
04013071503,"Census Tract 715.03, Maricopa County, Arizona",med_income,34457,2330
04013071504,"Census Tract 715.04, Maricopa County, Arizona",total_pop,234,NA
04013071504,"Census Tract 715.04, Maricopa County, Arizona",med_age,73.2,1.3
04013071504,"Census Tract 715.04, Maricopa County, Arizona",med_income,37215,4597
04013071505,"Census Tract 715.05, Maricopa County, Arizona",total_pop,354,NA
04013071505,"Census Tract 715.05, Maricopa County, Arizona",med_age,70.6,1.1
04013071505,"Census Tract 715.05, Maricopa County, Arizona",med_income,39660,4470
04013071506,"Census Tract 715.06, Maricopa County, Arizona",total_pop,253,NA
04013071506,"Census Tract 715.06, Maricopa County, Arizona",med_age,73.2,1.7
04013071506,"Census Tract 715.06, Maricopa County, Arizona",med_income,36992,5077
04013071509,"Census Tract 715.09, Maricopa County, Arizona",total_pop,341,NA
04013071509,"Census Tract 715.09, Maricopa County, Arizona",med_age,39.9,4.7
04013071509,"Census Tract 715.09, Maricopa County, Arizona",med_income,74934,12741
04013071510,"Census Tract 715.10, Maricopa County, Arizona",total_pop,378,NA
04013071510,"Census Tract 715.10, Maricopa County, Arizona",med_age,44.1,3.2
04013071510,"Census Tract 715.10, Maricopa County, Arizona",med_income,98868,5847
04013071511,"Census Tract 715.11, Maricopa County, Arizona",total_pop,232,NA
04013071511,"Census Tract 715.11, Maricopa County, Arizona",med_age,38.5,5.5
04013071511,"Census Tract 715.11, Maricopa County, Arizona",med_income,56398,6005
04013071512,"Census Tract 715.12, Maricopa County, Arizona",total_pop,316,NA
04013071512,"Census Tract 715.12, Maricopa County, Arizona",med_age,39.7,1.3
04013071512,"Census Tract 715.12, Maricopa County, Arizona",med_income,87130,8700
04013071513,"Census Tract 715.13, Maricopa County, Arizona",total_pop,190,NA
04013071513,"Census Tract 715.13, Maricopa County, Arizona",med_age,44.5,3.1
04013071513,"Census Tract 715.13, Maricopa County, Arizona",med_income,96250,8361
04013071514,"Census Tract 715.14, Maricopa County, Arizona",total_pop,310,NA
04013071514,"Census Tract 715.14, Maricopa County, Arizona",med_age,39.3,2.6
04013071514,"Census Tract 715.14, Maricopa County, Arizona",med_income,74181,8498
04013071515,"Census Tract 715.15, Maricopa County, Arizona",total_pop,254,NA
04013071515,"Census Tract 715.15, Maricopa County, Arizona",med_age,47.7,5.1
04013071515,"Census Tract 715.15, Maricopa County, Arizona",med_income,63409,12638
04013071516,"Census Tract 715.16, Maricopa County, Arizona",total_pop,247,NA
04013071516,"Census Tract 715.16, Maricopa County, Arizona",med_age,64.7,3.2
04013071516,"Census Tract 715.16, Maricopa County, Arizona",med_income,35788,4657
04013071517,"Census Tract 715.17, Maricopa County, Arizona",total_pop,275,NA
04013071517,"Census Tract 715.17, Maricopa County, Arizona",med_age,35.9,4.5
04013071517,"Census Tract 715.17, Maricopa County, Arizona",med_income,67644,6733
04013071600,"Census Tract 716, Maricopa County, Arizona",total_pop,277,NA
04013071600,"Census Tract 716, Maricopa County, Arizona",med_age,46.1,3.1
04013071600,"Census Tract 716, Maricopa County, Arizona",med_income,25139,5130
04013071701,"Census Tract 717.01, Maricopa County, Arizona",total_pop,286,NA
04013071701,"Census Tract 717.01, Maricopa County, Arizona",med_age,30,2.3
04013071701,"Census Tract 717.01, Maricopa County, Arizona",med_income,62670,16426
04013071702,"Census Tract 717.02, Maricopa County, Arizona",total_pop,203,NA
04013071702,"Census Tract 717.02, Maricopa County, Arizona",med_age,73.3,1.5
04013071702,"Census Tract 717.02, Maricopa County, Arizona",med_income,29945,5740
04013071801,"Census Tract 718.01, Maricopa County, Arizona",total_pop,319,NA
04013071801,"Census Tract 718.01, Maricopa County, Arizona",med_age,69.5,2.1
04013071801,"Census Tract 718.01, Maricopa County, Arizona",med_income,30519,2812
04013071802,"Census Tract 718.02, Maricopa County, Arizona",total_pop,189,NA
04013071802,"Census Tract 718.02, Maricopa County, Arizona",med_age,72,2.9
04013071802,"Census Tract 718.02, Maricopa County, Arizona",med_income,34440,5251
04013071903,"Census Tract 719.03, Maricopa County, Arizona",total_pop,253,NA
04013071903,"Census Tract 719.03, Maricopa County, Arizona",med_age,36.6,4.4
04013071903,"Census Tract 719.03, Maricopa County, Arizona",med_income,59617,5465
04013071906,"Census Tract 719.06, Maricopa County, Arizona",total_pop,375,NA
04013071906,"Census Tract 719.06, Maricopa County, Arizona",med_age,32.5,3.7
04013071906,"Census Tract 719.06, Maricopa County, Arizona",med_income,48827,6588
04013071909,"Census Tract 719.09, Maricopa County, Arizona",total_pop,283,NA
04013071909,"Census Tract 719.09, Maricopa County, Arizona",med_age,38.6,5.6
04013071909,"Census Tract 719.09, Maricopa County, Arizona",med_income,41139,7051
04013071910,"Census Tract 719.10, Maricopa County, Arizona",total_pop,267,NA
04013071910,"Census Tract 719.10, Maricopa County, Arizona",med_age,34.5,6.3
04013071910,"Census Tract 719.10, Maricopa County, Arizona",med_income,40176,7060
04013071911,"Census Tract 719.11, Maricopa County, Arizona",total_pop,225,NA
04013071911,"Census Tract 719.11, Maricopa County, Arizona",med_age,30.6,6.9
04013071911,"Census Tract 719.11, Maricopa County, Arizona",med_income,60436,8817
04013071912,"Census Tract 719.12, Maricopa County, Arizona",total_pop,159,NA
04013071912,"Census Tract 719.12, Maricopa County, Arizona",med_age,32.8,8.5
04013071912,"Census Tract 719.12, Maricopa County, Arizona",med_income,28750,10205
04013071913,"Census Tract 719.13, Maricopa County, Arizona",total_pop,301,NA
04013071913,"Census Tract 719.13, Maricopa County, Arizona",med_age,30.4,1.3
04013071913,"Census Tract 719.13, Maricopa County, Arizona",med_income,35565,5258
04013071914,"Census Tract 719.14, Maricopa County, Arizona",total_pop,323,NA
04013071914,"Census Tract 719.14, Maricopa County, Arizona",med_age,28.8,2.5
04013071914,"Census Tract 719.14, Maricopa County, Arizona",med_income,50737,8273
04013071915,"Census Tract 719.15, Maricopa County, Arizona",total_pop,216,NA
04013071915,"Census Tract 719.15, Maricopa County, Arizona",med_age,32,5.6
04013071915,"Census Tract 719.15, Maricopa County, Arizona",med_income,32456,4452
04013082002,"Census Tract 820.02, Maricopa County, Arizona",total_pop,244,NA
04013082002,"Census Tract 820.02, Maricopa County, Arizona",med_age,31.2,4.9
04013082002,"Census Tract 820.02, Maricopa County, Arizona",med_income,41654,8442
04013082007,"Census Tract 820.07, Maricopa County, Arizona",total_pop,241,NA
04013082007,"Census Tract 820.07, Maricopa County, Arizona",med_age,36.5,3.7
04013082007,"Census Tract 820.07, Maricopa County, Arizona",med_income,41533,5166
04013082008,"Census Tract 820.08, Maricopa County, Arizona",total_pop,364,NA
04013082008,"Census Tract 820.08, Maricopa County, Arizona",med_age,27.5,2.5
04013082008,"Census Tract 820.08, Maricopa County, Arizona",med_income,35846,5663
04013082009,"Census Tract 820.09, Maricopa County, Arizona",total_pop,337,NA
04013082009,"Census Tract 820.09, Maricopa County, Arizona",med_age,24.4,2.8
04013082009,"Census Tract 820.09, Maricopa County, Arizona",med_income,45368,8208
04013082010,"Census Tract 820.10, Maricopa County, Arizona",total_pop,248,NA
04013082010,"Census Tract 820.10, Maricopa County, Arizona",med_age,25.1,2.7
04013082010,"Census Tract 820.10, Maricopa County, Arizona",med_income,33479,3266
04013082012,"Census Tract 820.12, Maricopa County, Arizona",total_pop,433,NA
04013082012,"Census Tract 820.12, Maricopa County, Arizona",med_age,29.4,2.1
