PRECINCT_NAME,CONTEST_FULL_NAME,CANDIDATE_FULL_NAME_REP,CANDIDATE_FULL_NAME_DEM,CONTEST_TOTAL,TOTAL_REP,TOTAL_DEM,TOTAL_PCT_REP,TOTAL_PCT_DEM,MARGIN,MARGIN_PCT,WINNER,WINNING_PARTY
0001 ACACIA,US Rep CD 6,"REP - SCHWEIKERT, DAVID","DEM - MALIK, ANITA",2143,1013,1126,0.47270182,0.525431638,113,0.052729818,"DEM - MALIK, ANITA",DEM
0002 ACOMA,US Rep CD 8,"REP - LESKO, DEBBIE","DEM - TIPIRNENI, HIRAL",2098,1280,814,0.610104862,0.387988561,466,0.222116301,"REP - LESKO, DEBBIE",REP
0003 ACUNA,US Rep CD 7,NA,"DEM - GALLEGO, RUBEN",1189,NA,1080,NA,0.908326325,977,0.821698907,"DEM - GALLEGO, RUBEN",DEM
0004 ADOBE,US Rep CD 6,"REP - SCHWEIKERT, DAVID","DEM - MALIK, ANITA",1364,825,539,0.60483871,0.39516129,286,0.209677419,"REP - SCHWEIKERT, DAVID",REP
0005 ADORA,US Rep CD 5,"REP - BIGGS, ANDY","DEM - GREENE, JOAN",4255,2519,1734,0.592009401,0.407520564,785,0.184488837,"REP - BIGGS, ANDY",REP
0006 AGUA FRIA,US Rep CD 8,"REP - LESKO, DEBBIE","DEM - TIPIRNENI, HIRAL",1100,610,490,0.554545455,0.445454545,120,0.109090909,"REP - LESKO, DEBBIE",REP
0007 AGUILA,US Rep CD 4,"REP - GOSAR, PAUL","DEM - BRILL, DAVID",220,161,55,0.731818182,0.25,106,0.481818182,"REP - GOSAR, PAUL",REP
0008 AHWATUKEE,US Rep CD 9,"REP - FERRARA, STEPHEN L.","DEM - STANTON, GREG",2877,1231,1643,0.42787626,0.571080987,412,0.143204727,"DEM - STANTON, GREG",DEM
0009 AIRLINE CANAL,US Rep CD 8,"REP - LESKO, DEBBIE","DEM - TIPIRNENI, HIRAL",1330,574,755,0.431578947,0.567669173,181,0.136090226,"DEM - TIPIRNENI, HIRAL",DEM
0010 ALAMO,US Rep CD 9,"REP - FERRARA, STEPHEN L.","DEM - STANTON, GREG",2046,835,1209,0.408113392,0.590909091,374,0.182795699,"DEM - STANTON, GREG",DEM
0011 ALEXANDER,US Rep CD 9,"REP - FERRARA, STEPHEN L.","DEM - STANTON, GREG",3903,1697,2203,0.434793748,0.564437612,506,0.129643864,"DEM - STANTON, GREG",DEM
0012 ALHAMBRA,US Rep CD 7,NA,"DEM - GALLEGO, RUBEN",468,NA,378,NA,0.807692308,292,0.623931624,"DEM - GALLEGO, RUBEN",DEM
0013 ALPACA,US Rep CD 8,"REP - LESKO, DEBBIE","DEM - TIPIRNENI, HIRAL",1443,853,589,0.591129591,0.408177408,264,0.182952183,"REP - LESKO, DEBBIE",REP
0014 ALSUP,US Rep CD 8,"REP - LESKO, DEBBIE","DEM - TIPIRNENI, HIRAL",411,239,171,0.581508516,0.416058394,68,0.165450122,"REP - LESKO, DEBBIE",REP
0015 ALTADENA,US Rep CD 8,"REP - LESKO, DEBBIE","DEM - TIPIRNENI, HIRAL",989,614,374,0.62082912,0.378159757,240,0.242669363,"REP - LESKO, DEBBIE",REP
0016 ALVARADO,US Rep CD 3,"REP - PIERSON, NICOLAS ''NICK''","DEM - GRIJALVA, RAÚL",835,296,536,0.354491018,0.641916168,240,0.28742515,"DEM - GRIJALVA, RAÚL",DEM
0017 AMBER,US Rep CD 6,"REP - SCHWEIKERT, DAVID","DEM - MALIK, ANITA",1219,599,617,0.491386382,0.506152584,18,0.014766202,"DEM - MALIK, ANITA",DEM
0018 ANDERSON,US Rep CD 6,"REP - SCHWEIKERT, DAVID","DEM - MALIK, ANITA",1241,627,614,0.505237712,0.494762288,13,0.010475423,"REP - SCHWEIKERT, DAVID",REP
0019 ANDORA,US Rep CD 6,"REP - SCHWEIKERT, DAVID","DEM - MALIK, ANITA",1499,679,819,0.452968646,0.546364243,140,0.093395597,"DEM - MALIK, ANITA",DEM
0020 ANGELA,US Rep CD 8,"REP - LESKO, DEBBIE","DEM - TIPIRNENI, HIRAL",2867,1490,1377,0.519707011,0.480292989,113,0.039414022,"REP - LESKO, DEBBIE",REP
0021 ANNETTE,US Rep CD 6,"REP - SCHWEIKERT, DAVID","DEM - MALIK, ANITA",2119,1131,985,0.533742331,0.464841907,146,0.068900425,"REP - SCHWEIKERT, DAVID",REP
0022 APACHE,US Rep CD 5,"REP - BIGGS, ANDY","DEM - GREENE, JOAN",885,552,332,0.623728814,0.375141243,220,0.248587571,"REP - BIGGS, ANDY",REP
0023 APACHE PARK,US Rep CD 8,"REP - LESKO, DEBBIE","DEM - TIPIRNENI, HIRAL",1382,765,612,0.553545586,0.442836469,153,0.110709117,"REP - LESKO, DEBBIE",REP
0024 APACHE WELLS,US Rep CD 5,"REP - BIGGS, ANDY","DEM - GREENE, JOAN",3340,2104,1233,0.62994012,0.369161677,871,0.260778443,"REP - BIGGS, ANDY",REP
0025 APPLEBY,US Rep CD 5,"REP - BIGGS, ANDY","DEM - GREENE, JOAN",3835,2054,1777,0.53559322,0.463363755,277,0.072229465,"REP - BIGGS, ANDY",REP
0026 ARBOLEDA,US Rep CD 5,"REP - BIGGS, ANDY","DEM - GREENE, JOAN",2638,1863,773,0.706216831,0.293025019,1090,0.413191812,"REP - BIGGS, ANDY",REP
0027 ARCADIA,US Rep CD 9,"REP - FERRARA, STEPHEN L.","DEM - STANTON, GREG",2192,866,1323,0.395072993,0.603558394,457,0.208485401,"DEM - STANTON, GREG",DEM
0028 ARDMORE,US Rep CD 7,NA,"DEM - GALLEGO, RUBEN",2021,NA,1716,NA,0.849084612,1443,0.714002969,"DEM - GALLEGO, RUBEN",DEM
0029 ARLINGTON,US Rep CD 3,"REP - PIERSON, NICOLAS ''NICK''","DEM - GRIJALVA, RAÚL",128,104,24,0.8125,0.1875,80,0.625,"REP - PIERSON, NICOLAS ''NICK''",REP
0030 ARROWHEAD RANCH,US Rep CD 8,"REP - LESKO, DEBBIE","DEM - TIPIRNENI, HIRAL",1403,718,682,0.511760513,0.486101212,36,0.025659301,"REP - LESKO, DEBBIE",REP
0031 ARTESIAN,US Rep CD 5,"REP - BIGGS, ANDY","DEM - GREENE, JOAN",1826,939,884,0.514238773,0.484118291,55,0.030120482,"REP - BIGGS, ANDY",REP
0032 ASTER,US Rep CD 6,"REP - SCHWEIKERT, DAVID","DEM - MALIK, ANITA",1726,990,735,0.573580533,0.425840093,255,0.14774044,"REP - SCHWEIKERT, DAVID",REP
0033 ATHENS,US Rep CD 8,"REP - LESKO, DEBBIE","DEM - TIPIRNENI, HIRAL",1660,864,796,0.520481928,0.479518072,68,0.040963855,"REP - LESKO, DEBBIE",REP
0034 AUGUSTA,US Rep CD 6,"REP - SCHWEIKERT, DAVID","DEM - MALIK, ANITA",680,273,405,0.401470588,0.595588235,132,0.194117647,"DEM - MALIK, ANITA",DEM
0035 AUGUSTA RANCH,US Rep CD 5,"REP - BIGGS, ANDY","DEM - GREENE, JOAN",2043,1218,823,0.596182085,0.402838962,395,0.193343123,"REP - BIGGS, ANDY",REP
0036 AVIANO,US Rep CD 6,"REP - SCHWEIKERT, DAVID","DEM - MALIK, ANITA",2755,1483,1272,0.538294011,0.461705989,211,0.076588022,"REP - SCHWEIKERT, DAVID",REP
0037 AVONDALE,US Rep CD 3,"REP - PIERSON, NICOLAS ''NICK''","DEM - GRIJALVA, RAÚL",747,185,559,0.247657296,0.74832664,374,0.500669344,"DEM - GRIJALVA, RAÚL",DEM
0038 AZTEC SPRINGS,US Rep CD 5,"REP - BIGGS, ANDY","DEM - GREENE, JOAN",2542,1463,1073,0.575531078,0.422108576,390,0.153422502,"REP - BIGGS, ANDY",REP
0039 BALBOA,US Rep CD 9,"REP - FERRARA, STEPHEN L.","DEM - STANTON, GREG",2287,725,1562,0.317009182,0.682990818,837,0.365981635,"DEM - STANTON, GREG",DEM
0040 BALSZ,US Rep CD 7,NA,"DEM - GALLEGO, RUBEN",1622,NA,1371,NA,0.845252774,1138,0.701602959,"DEM - GALLEGO, RUBEN",DEM
0041 BARNES,US Rep CD 9,"REP - FERRARA, STEPHEN L.","DEM - STANTON, GREG",1505,659,846,0.437873754,0.562126246,187,0.124252492,"DEM - STANTON, GREG",DEM
0042 BAYSHORE,US Rep CD 5,"REP - BIGGS, ANDY","DEM - GREENE, JOAN",3914,2048,1862,0.523249872,0.475728155,186,0.047521717,"REP - BIGGS, ANDY",REP
0043 BEARDSLEY,US Rep CD 8,"REP - LESKO, DEBBIE","DEM - TIPIRNENI, HIRAL",3328,1888,1438,0.567307692,0.432091346,450,0.135216346,"REP - LESKO, DEBBIE",REP
0044 BERYL,US Rep CD 8,"REP - LESKO, DEBBIE","DEM - TIPIRNENI, HIRAL",1130,528,602,0.467256637,0.532743363,74,0.065486726,"DEM - TIPIRNENI, HIRAL",DEM
0045 BETHANY,US Rep CD 9,"REP - FERRARA, STEPHEN L.","DEM - STANTON, GREG",1293,556,735,0.430007734,0.568445476,179,0.138437742,"DEM - STANTON, GREG",DEM
0046 BETHANY PARK,US Rep CD 7,NA,"DEM - GALLEGO, RUBEN",348,NA,283,NA,0.813218391,221,0.635057471,"DEM - GALLEGO, RUBEN",DEM
0047 BETHUNE,US Rep CD 7,NA,"DEM - GALLEGO, RUBEN",579,NA,533,NA,0.920552677,492,0.849740933,"DEM - GALLEGO, RUBEN",DEM
0048 BILTMORE,US Rep CD 9,"REP - FERRARA, STEPHEN L.","DEM - STANTON, GREG",1961,931,1030,0.474757777,0.525242223,99,0.050484447,"DEM - STANTON, GREG",DEM
0049 BISCUIT FLAT,US Rep CD 8,"REP - LESKO, DEBBIE","DEM - TIPIRNENI, HIRAL",1811,1191,615,0.657647708,0.339591386,576,0.318056322,"REP - LESKO, DEBBIE",REP
0050 BLACK CANYON,US Rep CD 6,"REP - SCHWEIKERT, DAVID","DEM - MALIK, ANITA",2538,1039,1493,0.409377463,0.588258471,454,0.178881009,"DEM - MALIK, ANITA",DEM
0051 BLACK GOLD,US Rep CD 8,"REP - LESKO, DEBBIE","DEM - TIPIRNENI, HIRAL",2130,1272,856,0.597183099,0.401877934,416,0.195305164,"REP - LESKO, DEBBIE",REP
0052 BLACKHAWK,US Rep CD 6,"REP - SCHWEIKERT, DAVID","DEM - MALIK, ANITA",1756,894,862,0.509111617,0.490888383,32,0.018223235,"REP - SCHWEIKERT, DAVID",REP
0053 BLOOM,US Rep CD 5,"REP - BIGGS, ANDY","DEM - GREENE, JOAN",1186,746,439,0.629005059,0.370151771,307,0.258853288,"REP - BIGGS, ANDY",REP
0054 BLUE SKY,US Rep CD 8,"REP - LESKO, DEBBIE","DEM - TIPIRNENI, HIRAL",847,514,332,0.606847698,0.391971665,182,0.214876033,"REP - LESKO, DEBBIE",REP
0055 BLUEBIRD,US Rep CD 6,"REP - SCHWEIKERT, DAVID","DEM - MALIK, ANITA",3130,1478,1644,0.472204473,0.525239617,166,0.053035144,"DEM - MALIK, ANITA",DEM
