PRECINCT_NAME,CONTEST_FULL_NAME,CANDIDATE_FULL_NAME_REP,CANDIDATE_FULL_NAME_DEM,CONTEST_TOTAL,TOTAL_REP,TOTAL_DEM,TOTAL_PCT_REP,TOTAL_PCT_DEM,MARGIN,MARGIN_PCT,WINNER,WINNING_PARTY
019 ANGELA,US Rep Dst 8,"REP - FRANKS, TRENT","DEM - SCHARER, GENE",2867,1852,972,0.645971399,0.339030345,880,0.306941053,"REP - FRANKS, TRENT",REP
020 ANNETTE,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",2049,1175,738,0.573450464,0.360175695,437,0.213274768,"REP - SCHWEIKERT, DAVID",REP
021 APACHE,US Rep Dst 5,"REP - SALMON, MATT","DEM - MORGAN, SPENCER",2046,1290,753,0.630498534,0.368035191,537,0.262463343,"REP - SALMON, MATT",REP
022 APACHE PARK,US Rep Dst 8,"REP - FRANKS, TRENT","DEM - SCHARER, GENE",1342,888,429,0.661698957,0.319672131,459,0.342026826,"REP - FRANKS, TRENT",REP
023 APACHE WELLS,US Rep Dst 5,"REP - SALMON, MATT","DEM - MORGAN, SPENCER",3106,2079,1023,0.669349646,0.329362524,1056,0.339987122,"REP - SALMON, MATT",REP
024 APPLEBY,US Rep Dst 5,"REP - SALMON, MATT","DEM - MORGAN, SPENCER",2457,1616,839,0.657712658,0.341473341,777,0.316239316,"REP - SALMON, MATT",REP
025 ARBOLEDA,US Rep Dst 5,"REP - SALMON, MATT","DEM - MORGAN, SPENCER",2702,2096,598,0.775721688,0.221317543,1498,0.554404145,"REP - SALMON, MATT",REP
026 ARCADIA,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",2070,902,1043,0.435748792,0.503864734,141,0.068115942,"DEM - SINEMA, KYRSTEN",DEM
027 ARDMORE,US Rep Dst 7,NA,"DEM - PASTOR, ED",3719,NA,3012,NA,0.809895133,2320,0.623823608,"DEM - PASTOR, ED",DEM
028 ARLINGTON,US Rep Dst 3,"REP - SAUCEDO MERCER, GABRIELA","DEM - GRIJALVA, RAÚL M.",120,86,26,0.716666667,0.216666667,60,0.5,"REP - SAUCEDO MERCER, GABRIELA",REP
029 ARROWHEAD RANCH,US Rep Dst 8,"REP - FRANKS, TRENT","DEM - SCHARER, GENE",1302,871,419,0.668970814,0.321812596,452,0.347158218,"REP - FRANKS, TRENT",REP
030 ARTESIAN,US Rep Dst 5,"REP - SALMON, MATT","DEM - MORGAN, SPENCER",1788,1090,695,0.609619687,0.388702461,395,0.220917226,"REP - SALMON, MATT",REP
031 ASTER,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",1707,1124,494,0.658465144,0.289396602,630,0.369068541,"REP - SCHWEIKERT, DAVID",REP
032 ATHENS,US Rep Dst 8,"REP - FRANKS, TRENT","DEM - SCHARER, GENE",1423,890,505,0.625439213,0.354884048,385,0.270555165,"REP - FRANKS, TRENT",REP
033 AUGUSTA,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",699,310,328,0.443490701,0.469241774,18,0.025751073,"DEM - JETTE, MATT",DEM
034 AVIANO,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",2201,1443,684,0.655611086,0.310767833,759,0.344843253,"REP - SCHWEIKERT, DAVID",REP
035 AVONDALE,US Rep Dst 3,"REP - SAUCEDO MERCER, GABRIELA","DEM - GRIJALVA, RAÚL M.",748,180,527,0.240641711,0.704545455,347,0.463903743,"DEM - GRIJALVA, RAÚL M.",DEM
036 AZTEC SPRINGS,US Rep Dst 5,"REP - SALMON, MATT","DEM - MORGAN, SPENCER",2445,1473,971,0.602453988,0.397137014,502,0.205316973,"REP - SALMON, MATT",REP
037 BALBOA,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",2353,914,1269,0.388440289,0.539311517,355,0.150871228,"DEM - SINEMA, KYRSTEN",DEM
038 BALSZ,US Rep Dst 7,NA,"DEM - PASTOR, ED",1548,NA,1272,NA,0.821705426,1006,0.649870801,"DEM - PASTOR, ED",DEM
039 BARBADOS,US Rep Dst 5,"REP - SALMON, MATT","DEM - MORGAN, SPENCER",1302,840,459,0.64516129,0.352534562,381,0.292626728,"REP - SALMON, MATT",REP
040 BARNES,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",1530,737,706,0.481699346,0.461437908,31,0.020261438,"REP - PARKER, VERNON B.",REP
041 BAYSHORE,US Rep Dst 5,"REP - SALMON, MATT","DEM - MORGAN, SPENCER",2495,1549,944,0.620841683,0.378356713,605,0.24248497,"REP - SALMON, MATT",REP
042 BEARDSLEY,US Rep Dst 8,"REP - FRANKS, TRENT","DEM - SCHARER, GENE",3391,2326,1033,0.685933353,0.304629903,1293,0.38130345,"REP - FRANKS, TRENT",REP
043 BERYL,US Rep Dst 8,"REP - FRANKS, TRENT","DEM - SCHARER, GENE",1172,681,471,0.58105802,0.401877133,210,0.179180887,"REP - FRANKS, TRENT",REP
044 BETHANY,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",1245,651,534,0.522891566,0.428915663,117,0.093975904,"REP - PARKER, VERNON B.",REP
045 BETHANY PARK,US Rep Dst 7,NA,"DEM - PASTOR, ED",392,NA,299,NA,0.762755102,207,0.528061224,"DEM - PASTOR, ED",DEM
046 BETHUNE,US Rep Dst 7,NA,"DEM - PASTOR, ED",706,NA,644,NA,0.912181303,584,0.827195467,"DEM - PASTOR, ED",DEM
047 BILTMORE,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",1815,964,783,0.531129477,0.431404959,181,0.099724518,"REP - PARKER, VERNON B.",REP
048 BISCUIT FLAT,US Rep Dst 8,"REP - FRANKS, TRENT","DEM - SCHARER, GENE",1461,981,452,0.671457906,0.309377139,529,0.362080767,"REP - FRANKS, TRENT",REP
049 BLACK CANYON,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",2383,993,1178,0.416701637,0.494334872,185,0.077633235,"DEM - JETTE, MATT",DEM
050 BLACK GOLD,US Rep Dst 8,"REP - FRANKS, TRENT","DEM - SCHARER, GENE",2137,1395,716,0.652784277,0.335049134,679,0.317735143,"REP - FRANKS, TRENT",REP
051 BLACKHAWK,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",1716,924,633,0.538461538,0.368881119,291,0.16958042,"REP - SCHWEIKERT, DAVID",REP
052 BLOOM,US Rep Dst 5,"REP - SALMON, MATT","DEM - MORGAN, SPENCER",1309,804,503,0.61420932,0.384262796,301,0.229946524,"REP - SALMON, MATT",REP
053 BLUE SKY,US Rep Dst 8,"REP - FRANKS, TRENT","DEM - SCHARER, GENE",823,548,262,0.665856622,0.318347509,286,0.347509113,"REP - FRANKS, TRENT",REP
054 BLUEBIRD,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",2897,1471,1173,0.507766655,0.404901622,298,0.102865033,"REP - SCHWEIKERT, DAVID",REP
055 BLUEFIELD,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",1907,1087,656,0.570005244,0.343995805,431,0.226009439,"REP - SCHWEIKERT, DAVID",REP
056 BONANZA,US Rep Dst 8,"REP - FRANKS, TRENT","DEM - SCHARER, GENE",1357,899,445,0.662490789,0.327929256,454,0.334561533,"REP - FRANKS, TRENT",REP
057 BONSALL PARK,US Rep Dst 7,NA,"DEM - PASTOR, ED",303,NA,245,NA,0.808580858,189,0.623762376,"DEM - PASTOR, ED",DEM
058 BREWER,US Rep Dst 8,"REP - FRANKS, TRENT","DEM - SCHARER, GENE",2056,1359,658,0.660992218,0.320038911,701,0.340953307,"REP - FRANKS, TRENT",REP
059 BRONCO,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",2585,1854,652,0.7172147,0.252224371,1202,0.464990329,"REP - SCHWEIKERT, DAVID",REP
060 BROOKS FARM,US Rep Dst 5,"REP - SALMON, MATT","DEM - MORGAN, SPENCER",3904,2807,1094,0.719006148,0.28022541,1713,0.438780738,"REP - SALMON, MATT",REP
061 BUCKEYE,US Rep Dst 3,"REP - SAUCEDO MERCER, GABRIELA","DEM - GRIJALVA, RAÚL M.",775,384,329,0.495483871,0.424516129,55,0.070967742,"REP - SAUCEDO MERCER, GABRIELA",REP
062 BUCKLEY,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",1417,586,678,0.413549753,0.478475653,92,0.0649259,"DEM - SINEMA, KYRSTEN",DEM
063 BUFFALO RIDGE,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",2253,1263,831,0.560585885,0.368841545,432,0.191744341,"REP - SCHWEIKERT, DAVID",REP
064 BULLARD,US Rep Dst 3,"REP - SAUCEDO MERCER, GABRIELA","DEM - GRIJALVA, RAÚL M.",71,43,27,0.605633803,0.38028169,16,0.225352113,"REP - SAUCEDO MERCER, GABRIELA",REP
065 BULLMOOSE,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",1410,781,542,0.553900709,0.384397163,239,0.169503546,"REP - PARKER, VERNON B.",REP
066 BUNKER PEAK,US Rep Dst 4,"REP - GOSAR, PAUL","DEM - ROBINSON, JOHNNIE",207,97,87,0.468599034,0.420289855,10,0.048309179,"REP - GOSAR, PAUL",REP
067 BURGESS,US Rep Dst 7,NA,"DEM - PASTOR, ED",1025,NA,864,NA,0.842926829,705,0.687804878,"DEM - PASTOR, ED",DEM
068 BUTLER,US Rep Dst 8,"REP - FRANKS, TRENT","DEM - SCHARER, GENE",3203,1644,1489,0.51326881,0.464876678,155,0.048392132,"REP - FRANKS, TRENT",REP
069 CACTUS GLEN,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",2004,1363,579,0.680139721,0.288922156,784,0.391217565,"REP - SCHWEIKERT, DAVID",REP
070 CAIRO,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",1920,724,1070,0.377083333,0.557291667,346,0.180208333,"DEM - SINEMA, KYRSTEN",DEM
071 CALAVAR,US Rep Dst 8,"REP - FRANKS, TRENT","DEM - SCHARER, GENE",944,523,397,0.554025424,0.420550847,126,0.133474576,"REP - FRANKS, TRENT",REP
072 CALAVEROS,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",1190,649,490,0.545378151,0.411764706,159,0.133613445,"REP - SCHWEIKERT, DAVID",REP
073 CALYPSO,US Rep Dst 5,"REP - SALMON, MATT","DEM - MORGAN, SPENCER",1905,1250,655,0.656167979,0.343832021,595,0.312335958,"REP - SALMON, MATT",REP
074 CAMBRIDGE,US Rep Dst 7,NA,"DEM - PASTOR, ED",171,NA,154,NA,0.900584795,137,0.801169591,"DEM - PASTOR, ED",DEM
075 CAMELOT,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",2455,1335,1018,0.543788187,0.414663951,317,0.129124236,"REP - PARKER, VERNON B.",REP
076 CAMEO,US Rep Dst 8,"REP - FRANKS, TRENT","DEM - SCHARER, GENE",2228,1436,764,0.644524237,0.342908438,672,0.301615799,"REP - FRANKS, TRENT",REP
077 CAMPBELL,US Rep Dst 5,"REP - SALMON, MATT","DEM - MORGAN, SPENCER",2469,1855,611,0.751316322,0.247468611,1244,0.503847712,"REP - SALMON, MATT",REP
078 CAMPBELL PARK,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",827,400,379,0.483675937,0.45828295,21,0.025392987,"REP - PARKER, VERNON B.",REP
079 CANDLELIGHT,US Rep Dst 5,"REP - SALMON, MATT","DEM - MORGAN, SPENCER",3454,2658,793,0.769542559,0.229588882,1865,0.539953677,"REP - SALMON, MATT",REP
080 CANTERBURY,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",2077,1183,787,0.569571497,0.378911892,396,0.190659605,"REP - SCHWEIKERT, DAVID",REP
081 CANYON,US Rep Dst 4,"REP - GOSAR, PAUL","DEM - ROBINSON, JOHNNIE",168,133,30,0.791666667,0.178571429,103,0.613095238,"REP - GOSAR, PAUL",REP
082 CAPITOL SCHOOL,US Rep Dst 7,NA,"DEM - PASTOR, ED",937,NA,724,NA,0.772678762,515,0.549626467,"DEM - PASTOR, ED",DEM
083 CARDINAL,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",2295,1219,990,0.531154684,0.431372549,229,0.099782135,"REP - PARKER, VERNON B.",REP
084 CAREFREE,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",2263,1601,570,0.707467963,0.251878038,1031,0.455589925,"REP - SCHWEIKERT, DAVID",REP
085 CARL,US Rep Dst 7,NA,"DEM - PASTOR, ED",1424,NA,1157,NA,0.8125,894,0.627808989,"DEM - PASTOR, ED",DEM
086 CARLA VISTA,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",1490,639,709,0.42885906,0.475838926,70,0.046979866,"DEM - SINEMA, KYRSTEN",DEM
087 CAROL ANN,US Rep Dst 8,"REP - FRANKS, TRENT","DEM - SCHARER, GENE",2367,1438,870,0.607520068,0.367553866,568,0.239966202,"REP - FRANKS, TRENT",REP
088 CARON,US Rep Dst 8,"REP - FRANKS, TRENT","DEM - SCHARER, GENE",1647,930,677,0.564663024,0.411050395,253,0.153612629,"REP - FRANKS, TRENT",REP
089 CARRIAGE LANE,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",1880,834,871,0.443617021,0.463297872,37,0.019680851,"DEM - SINEMA, KYRSTEN",DEM
090 CARVER,US Rep Dst 7,NA,"DEM - PASTOR, ED",1640,NA,1215,NA,0.740853659,794,0.484146341,"DEM - PASTOR, ED",DEM
091 CASHION,US Rep Dst 3,"REP - SAUCEDO MERCER, GABRIELA","DEM - GRIJALVA, RAÚL M.",2299,622,1566,0.270552414,0.681165724,944,0.41061331,"DEM - GRIJALVA, RAÚL M.",DEM
092 CATAMARAN,US Rep Dst 5,"REP - SALMON, MATT","DEM - MORGAN, SPENCER",1990,1441,547,0.724120603,0.274874372,894,0.449246231,"REP - SALMON, MATT",REP
093 CAVE BUTTES,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",2772,1736,891,0.626262626,0.321428571,845,0.304834055,"REP - SCHWEIKERT, DAVID",REP
094 CAVE CREEK,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",2813,1913,746,0.680056879,0.265197298,1167,0.414859581,"REP - SCHWEIKERT, DAVID",REP
095 CELAYA,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",1827,613,1071,0.335522715,0.586206897,458,0.250684182,"DEM - SINEMA, KYRSTEN",DEM
096 CENTENNIAL,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",1104,600,419,0.543478261,0.379528986,181,0.163949275,"REP - PARKER, VERNON B.",REP
097 CENTRAL HIGH,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",1409,367,939,0.260468417,0.666430092,572,0.405961675,"DEM - SINEMA, KYRSTEN",DEM
098 CHALLENGER,US Rep Dst 7,NA,"DEM - PASTOR, ED",1007,NA,803,NA,0.797418073,607,0.602780536,"DEM - PASTOR, ED",DEM
099 CHANDLER HEIGHTS,US Rep Dst 5,"REP - SALMON, MATT","DEM - MORGAN, SPENCER",2992,2045,944,0.683489305,0.315508021,1101,0.367981283,"REP - SALMON, MATT",REP
100 CHAVEZ,US Rep Dst 7,NA,"DEM - PASTOR, ED",611,NA,561,NA,0.918166939,512,0.83797054,"DEM - PASTOR, ED",DEM
101 CHENEY,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",2509,1884,546,0.750896772,0.21761658,1338,0.533280191,"REP - SCHWEIKERT, DAVID",REP
102 CHILTON,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",1066,438,535,0.410881801,0.501876173,97,0.090994371,"DEM - SINEMA, KYRSTEN",DEM
103 CHOLLA,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",1951,911,867,0.466940031,0.444387494,44,0.022552537,"REP - SCHWEIKERT, DAVID",REP
104 CHRISTY,US Rep Dst 8,"REP - FRANKS, TRENT","DEM - SCHARER, GENE",1006,585,400,0.581510934,0.397614314,185,0.18389662,"REP - FRANKS, TRENT",REP
105 CIELO,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",2503,1622,800,0.648022373,0.31961646,822,0.328405913,"REP - SCHWEIKERT, DAVID",REP
106 CIELO GRANDE,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",1588,946,538,0.595717884,0.338790932,408,0.256926952,"REP - SCHWEIKERT, DAVID",REP
107 CITRUS,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",1614,625,896,0.387236679,0.555142503,271,0.167905824,"DEM - SINEMA, KYRSTEN",DEM
108 CITRUS GARDENS,US Rep Dst 5,"REP - SALMON, MATT","DEM - MORGAN, SPENCER",1759,990,766,0.562819784,0.435474702,224,0.127345082,"REP - SALMON, MATT",REP
109 CITRUS GROVES,US Rep Dst 5,"REP - SALMON, MATT","DEM - MORGAN, SPENCER",2074,1235,838,0.595467695,0.404050145,397,0.191417551,"REP - SALMON, MATT",REP
110 CLEARVIEW,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",2438,1489,825,0.610746514,0.338392125,664,0.272354389,"REP - SCHWEIKERT, DAVID",REP
111 CLEARWATER,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",953,668,254,0.700944386,0.266526758,414,0.434417629,"REP - SCHWEIKERT, DAVID",REP
112 CLIFFVIEW,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",942,430,460,0.456475584,0.488322718,30,0.031847134,"DEM - SINEMA, KYRSTEN",DEM
113 CLOUD,US Rep Dst 5,"REP - SALMON, MATT","DEM - MORGAN, SPENCER",1910,1330,580,0.696335079,0.303664921,750,0.392670157,"REP - SALMON, MATT",REP
114 CLOVER,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",651,352,256,0.540706605,0.393241167,96,0.147465438,"REP - PARKER, VERNON B.",REP
115 CLUB WEST,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",3416,1835,1424,0.537177986,0.416861827,411,0.120316159,"REP - PARKER, VERNON B.",REP
116 COCOPAH,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",1308,879,362,0.672018349,0.27675841,517,0.395259939,"REP - SCHWEIKERT, DAVID",REP
117 COLDWATER RIDGE,US Rep Dst 3,"REP - SAUCEDO MERCER, GABRIELA","DEM - GRIJALVA, RAÚL M.",1285,403,819,0.313618677,0.637354086,416,0.323735409,"DEM - GRIJALVA, RAÚL M.",DEM
118 COLONIA,US Rep Dst 5,"REP - SALMON, MATT","DEM - MORGAN, SPENCER",3230,1930,1295,0.59752322,0.400928793,635,0.196594427,"REP - SALMON, MATT",REP
119 COLONNADE,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",1995,812,1082,0.407017544,0.54235589,270,0.135338346,"DEM - SINEMA, KYRSTEN",DEM
120 COLTER,US Rep Dst 7,NA,"DEM - PASTOR, ED",724,NA,565,NA,0.78038674,409,0.564917127,"DEM - PASTOR, ED",DEM
121 COMET,US Rep Dst 8,"REP - FRANKS, TRENT","DEM - SCHARER, GENE",2104,1247,813,0.592680608,0.386406844,434,0.206273764,"REP - FRANKS, TRENT",REP
122 COMMONWEALTH,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",1019,351,560,0.344455348,0.549558391,209,0.205103042,"DEM - SINEMA, KYRSTEN",DEM
123 COMPADRE,US Rep Dst 5,"REP - SALMON, MATT","DEM - MORGAN, SPENCER",2996,1904,1091,0.635514019,0.364152203,813,0.271361816,"REP - SALMON, MATT",REP
124 COMSTOCK,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",1308,707,504,0.540519878,0.385321101,203,0.155198777,"REP - PARKER, VERNON B.",REP
125 CONCORD,US Rep Dst 5,"REP - SALMON, MATT","DEM - MORGAN, SPENCER",1225,690,531,0.563265306,0.433469388,159,0.129795918,"REP - SALMON, MATT",REP
126 CONQUISTADOR,US Rep Dst 8,"REP - FRANKS, TRENT","DEM - SCHARER, GENE",1003,675,312,0.672981057,0.3110668,363,0.361914257,"REP - FRANKS, TRENT",REP
127 CONTENTION MINE,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",907,450,390,0.496141125,0.429988975,60,0.06615215,"REP - SCHWEIKERT, DAVID",REP
128 COPPER HILLS,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",1977,1271,619,0.642893273,0.313100658,652,0.329792615,"REP - SCHWEIKERT, DAVID",REP
129 COPPERWOOD,US Rep Dst 8,"REP - FRANKS, TRENT","DEM - SCHARER, GENE",1002,564,419,0.562874251,0.418163673,145,0.144710579,"REP - FRANKS, TRENT",REP
130 CORA,US Rep Dst 3,"REP - SAUCEDO MERCER, GABRIELA","DEM - GRIJALVA, RAÚL M.",666,155,469,0.232732733,0.704204204,314,0.471471471,"DEM - GRIJALVA, RAÚL M.",DEM
131 CORBELL,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",2901,1305,1439,0.449844881,0.49603585,134,0.046190969,"DEM - SINEMA, KYRSTEN",DEM
132 CORDES,US Rep Dst 3,"REP - SAUCEDO MERCER, GABRIELA","DEM - GRIJALVA, RAÚL M.",564,160,375,0.283687943,0.664893617,215,0.381205674,"DEM - GRIJALVA, RAÚL M.",DEM
133 CORDONIZ,US Rep Dst 3,"REP - SAUCEDO MERCER, GABRIELA","DEM - GRIJALVA, RAÚL M.",1297,465,749,0.358519661,0.577486507,284,0.218966847,"DEM - GRIJALVA, RAÚL M.",DEM
134 CORDOVA,US Rep Dst 7,NA,"DEM - PASTOR, ED",592,NA,459,NA,0.775337838,331,0.559121622,"DEM - PASTOR, ED",DEM
135 CORONA,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",1183,579,536,0.489433643,0.453085376,43,0.036348267,"REP - PARKER, VERNON B.",REP
136 CORONADO,US Rep Dst 9,"REP - PARKER, VERNON B.","DEM - SINEMA, KYRSTEN",2070,954,964,0.460869565,0.465700483,10,0.004830918,"DEM - SINEMA, KYRSTEN",DEM
137 CORRINE,US Rep Dst 8,"REP - FRANKS, TRENT","DEM - SCHARER, GENE",2079,1460,591,0.702260702,0.284271284,869,0.417989418,"REP - FRANKS, TRENT",REP
138 CORTESSA,US Rep Dst 8,"REP - FRANKS, TRENT","DEM - SCHARER, GENE",3935,2819,1040,0.71639136,0.26429479,1779,0.452096569,"REP - FRANKS, TRENT",REP
139 CORTEZ,US Rep Dst 6,"REP - SCHWEIKERT, DAVID","DEM - JETTE, MATT",721,304,337,0.421636616,0.46740638,33,0.045769764,"DEM - JETTE, MATT",DEM
140 COTTON LANE,US Rep Dst 8,"REP - FRANKS, TRENT","DEM - SCHARER, GENE",1550,885,641,0.570967742,0.413548387,244,0.157419355,"REP - FRANKS, TRENT",REP
141 COTTONWOOD COUNTRY CLUB,US Rep Dst 5,"REP - SALMON, MATT","DEM - MORGAN, SPENCER",3452,2310,1141,0.669177289,0.330533024,1169,0.338644264,"REP - SALMON, MATT",REP
