PRECINCT_NAME,CONTEST_FULL_NAME,CANDIDATE_FULL_NAME_REP,CANDIDATE_FULL_NAME_DEM,CONTEST_TOTAL,TOTAL_REP,TOTAL_DEM,TOTAL_PCT_REP,TOTAL_PCT_DEM,MARGIN,MARGIN_PCT,WINNER,WINNING_PARTY
0001 ACACIA,US Rep CD 6,"REP - SCHWEIKERT, DAVID","DEM - MALIK, ANITA",2143,1013,1126,0.47270181987867477,0.5254316378908073,113,0.0527298180121325,"DEM - MALIK, ANITA",DEM
0002 ACOMA,US Rep CD 8,"REP - LESKO, DEBBIE","DEM - TIPIRNENI, HIRAL",2098,1280,814,0.6101048617731173,0.38798856053384173,466,0.22211630123927556,"REP - LESKO, DEBBIE",REP
0003 ACUNA,US Rep CD 7,NA,"DEM - GALLEGO, RUBEN",1189,NA,1080,NA,0.9083263246425568,977,0.8216989066442388,"DEM - GALLEGO, RUBEN",DEM
0004 ADOBE,US Rep CD 6,"REP - SCHWEIKERT, DAVID","DEM - MALIK, ANITA",1364,825,539,0.6048387096774194,0.3951612903225806,286,0.20967741935483875,"REP - SCHWEIKERT, DAVID",REP
0005 ADORA,US Rep CD 5,"REP - BIGGS, ANDY","DEM - GREENE, JOAN",4255,2519,1734,0.5920094007050529,0.4075205640423032,785,0.18448883666274973,"REP - BIGGS, ANDY",REP
0006 AGUA FRIA,US Rep CD 8,"REP - LESKO, DEBBIE","DEM - TIPIRNENI, HIRAL",1100,610,490,0.5545454545454546,0.44545454545454544,120,0.10909090909090913,"REP - LESKO, DEBBIE",REP
0007 AGUILA,US Rep CD 4,"REP - GOSAR, PAUL","DEM - BRILL, DAVID",220,161,55,0.7318181818181818,0.25,106,0.4818181818181818,"REP - GOSAR, PAUL",REP
0008 AHWATUKEE,US Rep CD 9,"REP - FERRARA, STEPHEN L.","DEM - STANTON, GREG",2877,1231,1643,0.4278762599930483,0.5710809871393813,412,0.14320472714633298,"DEM - STANTON, GREG",DEM
0009 AIRLINE CANAL,US Rep CD 8,"REP - LESKO, DEBBIE","DEM - TIPIRNENI, HIRAL",1330,574,755,0.43157894736842106,0.5676691729323309,181,0.13609022556390982,"DEM - TIPIRNENI, HIRAL",DEM
0010 ALAMO,US Rep CD 9,"REP - FERRARA, STEPHEN L.","DEM - STANTON, GREG",2046,835,1209,0.40811339198435975,0.5909090909090909,374,0.1827956989247312,"DEM - STANTON, GREG",DEM
0011 ALEXANDER,US Rep CD 9,"REP - FERRARA, STEPHEN L.","DEM - STANTON, GREG",3903,1697,2203,0.4347937483986677,0.5644376120932616,506,0.1296438636945939,"DEM - STANTON, GREG",DEM
0012 ALHAMBRA,US Rep CD 7,NA,"DEM - GALLEGO, RUBEN",468,NA,378,NA,0.8076923076923077,292,0.6239316239316239,"DEM - GALLEGO, RUBEN",DEM
0013 ALPACA,US Rep CD 8,"REP - LESKO, DEBBIE","DEM - TIPIRNENI, HIRAL",1443,853,589,0.5911295911295912,0.40817740817740816,264,0.18295218295218302,"REP - LESKO, DEBBIE",REP
0014 ALSUP,US Rep CD 8,"REP - LESKO, DEBBIE","DEM - TIPIRNENI, HIRAL",411,239,171,0.5815085158150851,0.41605839416058393,68,0.16545012165450118,"REP - LESKO, DEBBIE",REP
0015 ALTADENA,US Rep CD 8,"REP - LESKO, DEBBIE","DEM - TIPIRNENI, HIRAL",989,614,374,0.6208291203235592,0.378159757330637,240,0.2426693629929222,"REP - LESKO, DEBBIE",REP
0016 ALVARADO,US Rep CD 3,"REP - PIERSON, NICOLAS ''NICK''","DEM - GRIJALVA, RAÚL",835,296,536,0.35449101796407184,0.6419161676646706,240,0.2874251497005988,"DEM - GRIJALVA, RAÚL",DEM
0017 AMBER,US Rep CD 6,"REP - SCHWEIKERT, DAVID","DEM - MALIK, ANITA",1219,599,617,0.4913863822805578,0.5061525840853158,18,0.014766201804758017,"DEM - MALIK, ANITA",DEM
